No;ID_cliente;Departamento ;Sexo;Jubilado;Socio;Empleado;Meses_alta;Servicio_telefonico;Lineas_multiples;Servicio_Internet;Seguridad_Online;CopiaSeguridad_Online;Proteccion_dispositivo;Soporte_tecnico;Television_carta;Peliculas_carta;Contrato;Factura_digital;Metodo_pago;Gasto_mensual;Gasto_total;Abandono;meses_alta_cut 
5961;2957-JIRMN;Atlántico;Female;1;No;No;62;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;One year;No;Electronic check;84.45;4959.15;No;60+
5962;2049-BAFNW;Bogotá;Female;0;No;No;1;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;35.9;35.9;No;<1
5963;3842-QTGDL;Huila;Male;0;Yes;No;16;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);80.75;1321.3;No;jun-18
5964;7163-OCEQI;Huila;Male;0;Yes;Yes;22;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;78.65;1663.75;No;18-42
5965;9782-LGXMC;Amazonas;Female;0;Yes;Yes;49;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);61.75;3024.15;No;42-60
5966;5975-BAICR;Bogotá;Male;0;Yes;Yes;36;Yes;No;DSL;Yes;No;Yes;No;No;Yes;One year;Yes;Credit card (automatic);63.7;2188.5;No;18-42
5967;8019-ENHXU;Huila;Male;0;Yes;No;42;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;99.45;4138.05;Yes;18-42
5968;5167-GBFRE;Valle del Cauca;Male;1;No;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25.2;102.5;Yes;1-jun
5969;9033-EOXWV;Bogotá;Female;0;No;No;12;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;No;Mailed check;74.05;872.65;Yes;jun-18
5970;4673-KKSLS;Boyacá;Female;0;No;No;31;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;87.6;2724.25;No;18-42
5971;4853-OITSN;Santander;Male;0;Yes;No;5;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;89.15;413.25;No;1-jun
5972;9800-OUIGR;Vichada;Male;0;Yes;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20;1374.2;No;60+
5973;1324-NLTJE;Boyacá;Female;1;No;No;15;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);55;757.1;Yes;jun-18
5974;2324-EFHVG;Atlántico;Male;0;No;No;64;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);104.4;6692.65;No;60+
5975;7094-MSZAO;Guainía;Male;0;Yes;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20.05;218.5;No;jun-18
5976;1522-VVDMG;Antioquia;Male;0;Yes;Yes;7;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;89.75;608.8;Yes;jun-18
5977;6907-CQGPN;Vichada;Male;0;No;No;29;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;34.3;1004.75;No;18-42
5978;0780-XNZFN;Amazonas;Male;0;No;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.65;1125.6;No;42-60
5979;0239-OXEXL;Valle del Cauca;Female;0;No;No;46;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;84.25;3847.6;No;42-60
5980;2675-IJRGJ;Amazonas;Male;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.65;978;No;42-60
5981;7049-GKVZY;Huila;Female;0;No;No;17;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);79.85;1387.35;No;jun-18
5982;8577-QSOCG;Vichada;Female;0;Yes;Yes;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20.2;746.05;No;18-42
5983;3721-CNZHX;Vaupés;Male;0;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.8;304.6;No;jun-18
5984;0212-ISBBF;Atlántico;Female;0;No;No;22;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;50.35;1098.85;No;18-42
5985;9185-TQCVP;Boyacá;Male;0;Yes;No;14;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85.15;1139.2;Yes;jun-18
5986;3585-YNADK;Valle del Cauca;Female;0;Yes;No;57;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);74.6;4368.95;No;42-60
5987;5271-DBYSJ;Atlántico;Male;1;No;No;11;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);79.15;827.7;No;jun-18
5988;1099-GODLO;Amazonas;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.35;20.35;No;<1
5989;6828-HMKWP;Amazonas;Male;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);21.05;262.05;No;jun-18
5990;5567-WSELE;Bogotá;Male;1;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.6;279.55;Yes;1-jun
5991;1472-TNCWL;Atlántico;Male;0;No;Yes;36;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.7;3512.5;No;18-42
5992;8063-RJYNF;Atlántico;Male;0;No;No;16;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.25;1483.25;Yes;jun-18
5993;0687-ZVTHB;Valle del Cauca;Male;0;Yes;Yes;65;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);72.45;4653.85;Yes;60+
5994;2080-GKCWQ;Atlántico;Male;0;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;74.95;151.75;No;1-jun
5995;9661-ACXBS;Huila;Female;0;No;No;42;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105.2;4400.75;Yes;18-42
5996;2193-SFWQW;Huila;Male;0;Yes;Yes;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);111.95;8033.1;No;60+
5997;5656-JAMLX;Vaupés;Male;0;No;No;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.85;1253.65;No;60+
5998;3462-BJQQA;Atlántico;Female;0;No;No;6;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;89.75;552.65;No;1-jun
5999;0442-TDYUO;Vichada;Male;0;Yes;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20.05;1036;No;42-60
6000;6733-LRIZX;Valle del Cauca;Male;0;No;No;35;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;108.95;4025.5;No;18-42
6001;9503-XJUME;Vichada;Male;0;No;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.65;928.4;No;42-60
6002;4367-NHWMM;Antioquia;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;24.9;24.9;No;<1
6003;3727-RJMEO;Bogotá;Male;0;Yes;No;6;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;82.85;460.25;Yes;1-jun
6004;3779-OSWCF;Boyacá;Female;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);93.2;6506.15;No;60+
6005;6736-DHUQI;Bogotá;Female;0;Yes;Yes;67;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);84.8;5598.3;No;60+
6006;3915-ODIYG;Bogotá;Male;1;No;No;60;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;One year;Yes;Electronic check;71.75;4374.55;No;42-60
6007;1360-RCYRT;Santander;Male;0;Yes;Yes;23;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);30.35;678.75;No;18-42
6008;2724-FJDYW;Bogotá;Male;0;No;Yes;39;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);54.85;2191.7;No;18-42
6009;4451-RWASJ;Vichada;Male;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19.5;239.75;No;jun-18
6010;6646-VRFOL;Bogotá;Male;1;Yes;No;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103.85;5485.5;Yes;42-60
6011;3460-TJBWI;Vaupés;Male;0;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24.2;609.05;No;18-42
6012;5917-HBSDW;Vaupés;Female;0;Yes;Yes;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19.35;683.75;No;18-42
6013;5685-IIXLY;Santander;Female;0;Yes;Yes;5;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;83.6;404.2;Yes;1-jun
6014;5671-UUNXD;Santander;Female;1;Yes;No;50;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;100.65;5189.75;No;42-60
6015;0956-ACVZC;Atlántico;Female;0;No;No;54;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);94.1;5060.9;No;42-60
6016;2325-NBPZG;Boyacá;Female;0;No;No;3;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.55;233.65;No;1-jun
6017;4250-ZBWLV;Boyacá;Male;0;No;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;108.45;7176.55;Yes;60+
6018;4482-FTFFX;Bogotá;Male;0;No;No;5;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;56.15;291.45;No;1-jun
6019;8859-DZTGQ;Vaupés;Male;0;No;No;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.35;689.75;No;18-42
6020;0440-MOGPM;Valle del Cauca;Female;0;No;No;41;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;80.55;3263.9;No;18-42
6021;0020-JDNXP;Bogotá;Female;0;Yes;Yes;34;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;61.25;1993.2;No;18-42
6022;3752-CQSJI;Vichada;Female;0;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.45;254.5;No;jun-18
6023;5025-GOOKI;Vichada;Female;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);18.9;347.65;No;18-42
6024;4698-KVLLG;Amazonas;Female;1;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.6;967.9;No;42-60
6025;5095-AESKG;Atlántico;Female;0;Yes;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);91.5;242.95;Yes;1-jun
6026;2887-JPYLU;Santander;Female;0;No;Yes;41;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);45.2;1841.9;No;18-42
6027;4770-QAZXN;Vichada;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.45;232.1;No;jun-18
6028;4896-CPRPF;Vichada;Male;0;Yes;Yes;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25.45;809.25;No;18-42
6029;1871-MOWRM;Bogotá;Male;0;Yes;No;12;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);80.85;866.45;Yes;jun-18
6030;9714-EDSUC;Boyacá;Male;0;No;No;4;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;94.9;360.55;No;1-jun
6031;2027-OAQQC;Bogotá;Female;0;No;No;43;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);49.05;2076.2;Yes;42-60
6032;0282-NVSJS;Amazonas;Female;1;Yes;Yes;12;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;29.3;355.9;No;jun-18
6033;9090-SGQXL;Bogotá;Male;1;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105.3;7299.65;Yes;60+
6034;6595-YGXIT;Boyacá;Male;1;No;No;25;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;88.95;2291.2;Yes;18-42
6035;7353-YOWFP;Vaupés;Female;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.25;129.15;No;jun-18
6036;9835-ZIITK;Huila;Male;1;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;110.85;7491.75;Yes;60+
6037;8008-ESFLK;Antioquia;Female;0;Yes;No;53;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;110.5;5835.5;No;42-60
6038;7537-CBQUZ;Atlántico;Male;1;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);109.4;7031.45;No;60+
6039;1555-DJEQW;Atlántico;Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114.2;7723.9;Yes;60+
6040;5649-TJHOV;Vichada;Male;1;Yes;No;27;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);36.5;1032;Yes;18-42
6041;0519-XUZJU;Boyacá;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70.75;70.75;Yes;<1
6042;3363-EWLGO;Guainía;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.95;109.6;No;1-jun
6043;4750-UKWJK;Vaupés;Female;1;Yes;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.6;727.8;No;18-42
6044;6338-AVWCY;Huila;Male;0;No;No;3;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;40.15;130.75;Yes;1-jun
6045;1689-YQBYY;Valle del Cauca;Female;0;No;Yes;12;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76.6;893;No;jun-18
6046;4487-ZYJZK;Vichada;Female;0;Yes;Yes;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.6;763.1;No;18-42
6047;2959-FENLU;Atlántico;Female;0;No;No;9;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);85.3;781.4;No;jun-18
6048;0708-LGSMF;Amazonas;Male;0;Yes;No;13;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;65.85;902.25;No;jun-18
6049;9253-QXKBE;Huila;Male;1;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.45;2653.65;Yes;18-42
6050;7634-HLQJR;Amazonas;Female;0;Yes;Yes;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.05;1016.7;No;42-60
6051;0487-RPVUM;Valle del Cauca;Male;0;Yes;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);99.4;5943.65;No;60+
6052;4079-ULGFR;Guainía;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20;275.7;No;jun-18
6053;2516-XSJKX;Amazonas;Female;0;Yes;Yes;41;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;78.45;3126.45;No;18-42
6054;0057-QBUQH;Vichada;Female;0;No;Yes;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;25.1;1070.15;No;42-60
6055;9445-SZLCH;Valle del Cauca;Female;0;Yes;Yes;36;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);97.35;3457.9;Yes;18-42
6056;6599-SFQVE;Antioquia;Female;0;No;No;6;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55;340.4;No;1-jun
6057;8331-ZXFOE;Boyacá;Female;0;No;No;58;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);71.1;4299.2;No;42-60
6058;4003-FUSHP;Huila;Male;0;No;No;19;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);61.55;1093.2;No;18-42
6059;0356-ERHVT;Huila;Male;0;Yes;No;11;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);45.9;521.9;No;jun-18
6060;7325-ENZFI;Antioquia;Female;0;No;No;39;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);40.3;1630.4;No;18-42
6061;4884-ZTHVF;Valle del Cauca;Female;1;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;87.1;713.6;No;jun-18
6062;3920-HIHMQ;Atlántico;Female;0;No;Yes;26;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;49.5;1265.65;No;18-42
6063;3055-OYMSE;Huila;Female;1;No;No;53;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73.8;4003.85;No;42-60
6064;0613-WUXUM;Vichada;Female;0;Yes;Yes;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19.2;1401.4;No;60+
6065;7568-PODML;Bogotá;Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;45.3;45.3;Yes;<1
6066;4458-KVRBJ;Vichada;Male;0;No;No;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25;1510.5;No;42-60
6067;5349-IECLD;Antioquia;Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;94.95;178.1;Yes;1-jun
6068;1397-XKKWR;Santander;Male;0;No;No;7;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;35.3;264.8;No;jun-18
6069;3945-GFWQL;Santander;Female;0;No;Yes;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44.55;480.6;Yes;jun-18
6070;8097-OMULG;Vichada;Male;0;Yes;Yes;59;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);76.75;4541.9;No;42-60
6071;6013-BHCAW;Antioquia;Male;0;Yes;Yes;61;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);81;4976.15;No;60+
6072;0401-WDBXM;Antioquia;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105.55;7542.25;No;60+
6073;3387-PLKUI;Vichada;Female;0;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;18.8;251.25;No;jun-18
6074;6096-EGVTU;Guainía;Female;0;Yes;Yes;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;24.9;1595.5;No;60+
6075;3797-VTIDR;Huila;Male;0;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;23.45;23.45;Yes;<1
6076;5081-NWSUP;Atlántico;Female;0;No;No;10;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;No;Mailed check;64.9;685.55;No;jun-18
6077;2580-ATZSQ;Vichada;Female;0;Yes;Yes;65;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);61.35;3874.1;No;60+
6078;8085-MSNLK;Antioquia;Female;0;Yes;No;62;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;113.95;6891.4;No;60+
6079;9691-HKOVS;Atlántico;Female;0;Yes;No;55;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;90.15;4916.95;No;42-60
6080;9881-VCZEP;Huila;Female;0;Yes;No;25;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;54.1;1373;No;18-42
6081;9526-BIHHD;Boyacá;Male;0;No;No;1;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;29.7;29.7;Yes;<1
6082;8757-TFHHJ;Bogotá;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);49.8;49.8;No;<1
6083;4523-WXCEF;Santander;Female;0;Yes;No;59;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;101.1;6039.9;Yes;42-60
6084;1468-DEFNC;Amazonas;Male;1;Yes;Yes;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24.4;1548.65;No;60+
6085;5119-KEPFY;Atlántico;Male;0;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);95;3440.25;No;18-42
6086;8364-TRMMK;Atlántico;Female;0;No;No;3;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50.65;151.3;Yes;1-jun
6087;0916-KNFAJ;Vichada;Male;0;Yes;No;61;Yes;Yes;DSL;Yes;No;Yes;No;No;Yes;Two year;Yes;Mailed check;69.9;4226.7;No;60+
6088;8319-QBEHW;Amazonas;Male;0;No;Yes;26;No;No phone service;DSL;No;Yes;No;No;Yes;No;One year;Yes;Bank transfer (automatic);39.95;1023.75;No;18-42
6089;3063-QFSZL;Atlántico;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55.4;55.4;Yes;<1
6090;8775-LHDJH;Atlántico;Female;1;Yes;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;90.6;90.6;Yes;<1
6091;9625-QNLUX;Boyacá;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);103.25;7074.4;No;60+
6092;3097-NQYSN;Boyacá;Male;1;Yes;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;86.85;156.35;Yes;1-jun
6093;4024-CSNBY;Antioquia;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);94.25;6849.75;No;60+
6094;7110-BDTWG;Bogotá;Female;0;Yes;No;71;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Two year;Yes;Electronic check;47.05;3263.6;No;60+
6095;7493-GVFIO;Vichada;Male;0;No;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.55;1252.85;No;42-60
6096;0690-SRQID;Vichada;Male;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.65;67.55;No;1-jun
6097;9605-WGJVW;Atlántico;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.2;70.2;No;<1
6098;9114-DPSIA;Bogotá;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);81;5750;No;60+
6099;4700-UBQMV;Valle del Cauca;Male;0;Yes;Yes;21;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);75.9;1549.75;No;18-42
6100;7711-GQBZC;Amazonas;Female;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.7;1810.55;No;60+
6101;3565-UNOCC;Huila;Female;1;Yes;No;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99.05;2952.85;Yes;18-42
6102;4627-MIHJH;Valle del Cauca;Female;1;No;No;69;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);110.25;7467.55;No;60+
6103;9795-NREXC;Bogotá;Female;0;Yes;No;64;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85;5484.4;No;60+
6104;8573-CGOCC;Amazonas;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.75;294.9;No;jun-18
6105;7356-AYNJP;Vichada;Female;0;No;No;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;23.9;97.5;No;1-jun
6106;9249-FXSCK;Santander;Female;0;No;No;52;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);111.25;5916.45;Yes;42-60
6107;5493-SDRDQ;Vichada;Male;0;No;No;2;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;55.1;113.35;Yes;1-jun
